IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%
455be0,rsi,5896990,2819,crash,,,,0,1,44.952262,34.32835820895522,63.18407960199005
462018,rdi,5897082,3497,masked,,,,1,0,44.952964,34.82587064676617,62.6865671641791
48019a,rflags,5898170,4056,masked,,,,1,0,44.961259,35.32338308457712,62.6865671641791
47ff80,rcx,5898239,12665,crash,,,,0,1,44.961785,35.82089552238806,62.18905472636816
424d17,None,5898422,10150,masked,,,,1,0,44.963181,35.32338308457712,62.18905472636816
48113d,rsp,5898627,6000,crash,,,,0,1,44.964744,35.32338308457712,62.18905472636816
4702a9,rax,5899189,3701,crash,,,,0,1,44.969029,35.82089552238806,61.691542288557216
47026c,r8,5899425,4128,masked,,,,1,0,44.970828,35.82089552238806,61.691542288557216
424d09,rax,5900654,9640,sdc,,,,0,0,44.980199,35.32338308457712,62.18905472636816
480360,rsp,5901255,5066,crash,,,,0,1,44.984782,35.82089552238806,61.691542288557216
4801b6,xmm0,5901576,5463,crash,,,,0,1,44.987229,35.82089552238806,61.691542288557216
411848,xmm1,5902993,1186,masked,,,,1,0,44.998034,36.318407960199,61.19402985074627
461f45,rflags,5902993,1186,masked,,,,1,0,44.998034,36.318407960199,61.19402985074627
48036e,rflags,5903047,2499,masked,,,,1,0,44.998445,35.82089552238806,61.691542288557216
49256d,xmm1,5903356,11073,crash,,,,0,1,45.000801,35.82089552238806,61.691542288557216
404c15,rdx,5904244,3472,crash,,,,0,1,45.007572,35.82089552238806,61.691542288557216
47e7ab,rsp,5904450,9084,crash,,,,0,1,45.009143,35.82089552238806,61.691542288557216
461f48,rdi,5904549,767,crash,,,,0,1,45.009898,35.82089552238806,61.691542288557216
411a00,rdx,5904610,6365,masked,,,,1,0,45.010363,35.82089552238806,61.691542288557216
415ba7,xmm1,5904610,6365,crash,,,,0,1,45.010363,35.32338308457712,62.18905472636816
495820,rsp,5906512,7370,crash,,,,0,1,45.024865,35.32338308457712,62.18905472636816
41185e,rdi,5906527,13190,masked,,,,1,0,45.024979,34.82587064676617,62.6865671641791
4702b0,rdx,5906764,13017,masked,,,,1,0,45.026787,34.82587064676617,62.6865671641791
40437c,rax,5906765,7420,masked,,,,1,0,45.026794,34.82587064676617,63.18407960199005
47229b,rsp,5906798,10550,masked,,,,1,0,45.027046,34.82587064676617,63.18407960199005
46fd25,rflags,5907377,2663,crash,,,,0,1,45.031461,34.32835820895522,63.681592039801
461530,rflags,5907430,6104,masked,,,,1,0,45.031865,34.32835820895522,63.681592039801
485890,rsp,5907430,6104,crash,,,,0,1,45.031865,34.32835820895522,63.681592039801
411a12,rcx,5907523,7387,crash,,,,0,1,45.032574,34.32835820895522,63.681592039801
485888,rdx,5907742,2424,crash,,,,0,1,45.034244,34.32835820895522,63.681592039801
425202,rsp,5908324,6435,crash,,,,0,1,45.038681,34.32835820895522,63.681592039801
4858ab,r10,5910009,6020,crash,,,,0,1,45.051529,34.32835820895522,63.681592039801
457275,rdx,5910409,4641,crash,,,,0,1,45.054579,34.32835820895522,63.681592039801
485871,r11,5910690,4465,masked,,,,1,0,45.056721,34.32835820895522,63.681592039801
4857e4,r10,5910987,11805,crash,,,,0,1,45.058986,34.32835820895522,63.681592039801
